"Reference";"BroadFunction";"Protein";"Chr";"Strand";"G.Start";"G.End";"G.Size..nt.";"Inter.genic";"Start..cum.";"End..cum.";"N..Introns";"Size..nt..sum";"Size_prot.aa.";"Final.Description";"Closest.Organism..excl..Ophios.Sporothrix.";"Closest.Organism..excl..O.novo.ulmi.only.";"KEGG_KO.";"KEGG_Name";"Blast2GO_Annotation";"X.GO.Terms";"GO.Terms";"Enzyme.Code";"CAZy";"MEROPS_family";"SignalP";"Alterna_Splice";"SMURF";"Notes";"gene_ID"
"710";"Anna Fijarczyk";"Transcription factor";"OphioH327gp3086";"II";"-";"4.724.132";"4.726.810";2.679;2.938;"11.662.064";"11.664.742";0;0;892;"Fungal specific transcription factor domain containing protein";"Grosmannia clavigera";"Ophiostoma piceae";"";"";"fungal specific transcription factor domain containing protein";9;"P:transcription from RNA polymerase II promoter; F:DNA binding; C:nucleus; F:zinc ion binding; P:regulation of transcription from RNA polymerase II promoter; F:sequence-specific DNA binding RNA polymerase II transcription factor activity; P:regulation of transcription, DNA-dependent; F:metal ion binding; P:transcription, DNA-dependent";"";"";"";"N";"";"";"";"g3086"
"711";"Anna Fijarczyk";"Transcription factor";"OphioH327gp3112";"II";"-";"4.854.340";"4.856.239";1.9;1.562;"11.792.272";"11.794.171";1;52;615;"Homeobox transcription factor";"Grosmannia clavigera";"Ophiostoma piceae";"";"";"homeobox transcription factor";5;"P:regulation of transcription, DNA-dependent; F:sequence-specific DNA binding; C:nucleus; F:sequence-specific DNA binding transcription factor activity; F:DNA binding";"";"";"";"N";"Y";"";"";"g3112"
"712";"Anna Fijarczyk";"Transcription factor";"OphioH327gp3118";"II";"+";"4.885.025";"4.886.764";1.74;2.257;"11.822.957";"11.824.696";0;0;579;"Transcription factor BIM2 (BES1-interacting Myc-like protein 2)";"Stachybotrys chartarum";"Ophiostoma piceae";"";"";"helix-loop-helix dna-binding domain-containing protein";2;"F:protein dimerization activity; F:DNA binding";"";"";"";"N";"";"";"";"g3118"
"713";"Anna Fijarczyk";"Transcription factor";"OphioH327gp3144";"II";"+";"4.972.263";"4.972.817";555;1.358;"11.910.195";"11.910.749";2;135;139;"CBF NF-Y family transcription factor";"Grosmannia clavigera";"Ophiostoma piceae";"";"";"tata-binding protein-associated phosphoprotein";7;"P:positive regulation of transcription from RNA polymerase II promoter; P:negative regulation of transcription from RNA polymerase II promoter; F:sequence-specific DNA binding; F:transcription corepressor activity; F:protein heterodimerization activity; F:transcription coactivator activity; C:negative cofactor 2 complex";"-";"";"";"N";"";"";"";"g3144"
"714";"Anna Fijarczyk";"Transcription factor";"OphioH327gp3161";"II";"+";"5.023.031";"5.025.064";2.034;784;"11.960.963";"11.962.996";0;0;677;"PHD transcription factor";"Grosmannia clavigera";"Ophiostoma piceae";"K14960";"CXXC1, SPP1, CPS40; COMPASS component SPP1";"phd transcription factor";3;"F:metal ion binding; F:zinc ion binding; C:cellular_component";"";"";"";"N";"";"";"";"g3161"
"715";"Anna Fijarczyk";"Transcription factor";"OphioH327gp3261";"II";"-";"5.338.815";"5.340.365";1.551;184;"12.276.747";"12.278.297";0;0;516;"C6 zinc finger fungal transcription factor";"Grosmannia clavigera";"Ophiostoma piceae";"";"";"zinc finger transcription factor";2;"F:zinc ion binding; C:intracellular";"";"";"";"N";"";"";"";"g3261"
"716";"Anna Fijarczyk";"Transcription factor";"OphioH327gp3294";"II";"-";"5.481.955";"5.484.389";2.435;129;"12.419.887";"12.422.321";2;125;769;"Fungal specific transcription factor domain-containing protein";"Verticillium dahliae";"Verticillium dahliae";"";"";"fungal specific transcription factor domain-containing protein";1;"P:primary metabolic process";"-";"";"";"N";"";"";"";"g3294"
"717";"Anna Fijarczyk";"Transcription factor";"OphioH327gp3298";"II";"-";"5.495.307";"5.496.920";1.614;4.391;"12.433.239";"12.434.852";4;312;433;"Transcription factor";"Grosmannia clavigera";"Ophiostoma piceae";"";"";"transcription factor";5;"P:DNA repair; F:DNA-directed DNA polymerase activity; F:damaged DNA binding; F:zinc ion binding; C:intracellular";"";"";"";"N";"";"";"";"g3298"
"718";"Anna Fijarczyk";"Transcription factor";"OphioH327gp3347";"II";"-";"5.661.878";"5.663.326";1.449;636;"12.599.810";"12.601.258";1;60;462;"Transcription factor IWS1";"Grosmannia clavigera";"Ophiostoma piceae";"";"";"transcription factor iws1";5;"F:translation elongation factor activity; P:transcription, DNA-dependent; F:DNA binding; C:nucleus; P:translational elongation";"-";"";"";"N";"";"";"roughly area acquired from O. ulmi";"g3347"
"719";"Anna Fijarczyk";"Transcription factor";"OphioH327gp3349";"II";"+";"5.668.978";"5.672.279";3.302;3.122;"12.606.910";"12.610.211";4;314;995;"Nitrogen assimilation transcription factor nit-4";"Scedosporium apiospermum";"Ophiostoma piceae";"";"";"c6 zinc finger domain containing protein";5;"F:sequence-specific DNA binding RNA polymerase II transcription factor activity; P:regulation of transcription from RNA polymerase II promoter; F:DNA binding; C:nucleus; F:zinc ion binding";"-";"";"";"N";"";"";"roughly area acquired from O. ulmi";"g3349"
"720";"Anna Fijarczyk";"Transcription factor";"OphioH327gp3433";"II";"-";"6.018.819";"6.022.057";3.239;346;"12.956.751";"12.959.989";2;104;1.044;"C6 zinc finger fungal transcription factor";"Grosmannia clavigera";"Ophiostoma piceae";"";"";"c2h2 type zinc finger domain protein";11;"P:transcription from RNA polymerase II promoter; F:DNA binding; C:nucleus; F:nucleic acid binding; F:zinc ion binding; P:regulation of transcription from RNA polymerase II promoter; F:sequence-specific DNA binding RNA polymerase II transcription factor activity; P:regulation of transcription, DNA-dependent; C:intracellular; F:metal ion binding; P:transcription, DNA-dependent";"";"";"";"N";"";"";"roughly area acquired from O. ulmi";"g3433"
"721";"Anna Fijarczyk";"Transcription factor";"OphioH327gp3441";"II";"-";"6.037.162";"6.040.001";2.84;3.096;"12.975.094";"12.977.933";1;95;914;"C6 zinc finger fungal transcription factor";"Grosmannia clavigera";"Ophiostoma piceae";"";"";"c6 zinc finger domain containing protein";1;"P:transcription, DNA-dependent";"-";"";"";"N";"";"";"";"g3441"
"722";"Anna Fijarczyk";"Transcription factor";"OphioH327gp3721.1";"III";"+";"151.974";"153.943";1.97;2.571;"13.907.617";"13.909.586";2;179;596;"C6 zinc finger fungal transcription factor";"Myceliophthora thermophila";"Ophiostoma piceae";"";"";"";6;"P:regulation of transcription, DNA-dependent; P:transcription from RNA polymerase II promoter; F:sequence-specific DNA binding RNA polymerase II transcription factor activity; F:zinc ion binding; P:regulation of transcription from RNA polymerase II promoter; C:nucleus";"";"";"";"N";"";"";"";"g3721"
"723";"Anna Fijarczyk";"Transcription factor";"OphioH327gp3884";"III";"-";"720.375";"721.985";1.611;1.532;"14.476.018";"14.477.628";1;63;515;"HLH transcription factor";"Grosmannia clavigera";"Ophiostoma piceae";"";"";"helix-loop-helix dna-binding domain-containing protein";1;"F:protein dimerization activity";"-";"";"";"N";"";"";"";"g3884"
"724";"Anna Fijarczyk";"Transcription factor";"OphioH327gp4094";"III";"-";"1.554.244";"1.556.972";2.729;519;"15.309.887";"15.312.615";1;56;890;"Transcription factor";"Grosmannia clavigera";"Ophiostoma piceae";"K15979";"SND1; staphylococcal nuclease domain-containing protein 1";"nuclease domain-containing protein 1";4;"F:hydrolase activity, acting on ester bonds; C:RNA-induced silencing complex; F:nucleic acid binding; P:gene silencing by RNA";"-";"";"";"N";"";"";"";"g4094"
"725";"Anna Fijarczyk";"Transcription factor";"OphioH327gp4174";"III";"-";"1.850.744";"1.851.364";621;3.246;"15.606.387";"15.607.007";0;0;206;"Bzip transcription factor idi-4";"Grosmannia clavigera";"Ophiostoma piceae";"";"";"bzip transcription factor idi-4";4;"F:sequence-specific DNA binding transcription factor activity; F:sequence-specific DNA binding; F:protein dimerization activity; P:regulation of transcription, DNA-dependent";"-";"";"";"N";"";"";"";"g4174"
"726";"Anna Fijarczyk";"Transcription factor";"OphioH327gp4209";"III";"+";"1.987.472";"1.988.480";1.009;11.762;"15.743.115";"15.744.123";2;373;211;"MADS box transcription factor mcm1";"Grosmannia clavigera";"Ophiostoma piceae";"K12412";"MCM1; minichromosome maintenance protein 1";"mads box protein";4;"F:DNA binding; F:protein dimerization activity; C:nucleus; P:regulation of transcription, DNA-dependent";"-";"";"";"N";"";"";"";"g4209"
"727";"Anna Fijarczyk";"Transcription factor";"OphioH327gp4277";"III";"+";"2.233.012";"2.234.304";1.293;24.087;"15.988.655";"15.989.947";0;0;430;"Transcription factor steA";"Grosmannia clavigera";"Ophiostoma piceae";"";"";"zinc finger protein odd-paired-like";3;"F:nucleic acid binding; F:zinc ion binding; C:intracellular";"";"";"";"N";"";"";"";"g4277"
"728";"Anna Fijarczyk";"Transcription factor";"OphioH327gp4365";"III";"+";"2.529.291";"2.530.613";1.323;1.252;"16.284.934";"16.286.256";0;0;440;"RNA polymerase II transcription factor";"Grosmannia clavigera";"Ophiostoma piceae";"K03143";"TFIIH3, GTF2H3, TFB4; transcription initiation factor TFIIH subunit 3";"";3;"P:regulation of transcription, DNA-dependent; P:nucleotide-excision repair; C:core TFIIH complex";"";"";"";"N";"";"";"";"g4365"
"729";"Anna Fijarczyk";"Transcription factor";"OphioH327gp4376";"III";"+";"2.598.939";"2.600.837";1.899;8.333;"16.354.582";"16.356.480";0;0;632;"Bzip transcription factor";"Grosmannia clavigera";"Ophiostoma piceae";"";"";"bzip transcription factor";1;"F:binding";"-";"";"";"N";"";"";"";"g4376"
"730";"Anna Fijarczyk";"Transcription factor";"OphioH327gp4531";"III";"+";"3.133.674";"3.135.692";2.019;3.918;"16.889.317";"16.891.335";2;111;635;"HLH transcription factor";"Grosmannia clavigera";"Ophiostoma piceae";"";"";"bhlh family transcription factor";1;"F:protein dimerization activity";"-";"";"";"N";"";"";"";"g4531"
"731";"Anna Fijarczyk";"Transcription factor";"OphioH327gp4577";"III";"-";"3.303.762";"3.306.994";3.233;668;"17.059.405";"17.062.637";4;1.307;641;"Zn cluster transcription factor";"Grosmannia clavigera";"Ophiostoma piceae";"";"";"zn cluster transcription factor";1;"P:transcription, DNA-dependent";"-";"";"";"N";"Y";"";"";"g4577"
"732";"Anna Fijarczyk";"Transcription factor";"OphioH327gp4580";"III";"-";"3.312.662";"3.315.688";3.027;2.162;"17.068.305";"17.071.331";2;273;917;"Zinc finger transcription factor ace1 (ACEI)";"Grosmannia clavigera";"Ophiostoma piceae";"";"";"zinc finger transcription factor ace1";3;"F:nucleic acid binding; F:zinc ion binding; C:intracellular";"";"";"";"N";"Y";"";"";"g4580"
"733";"Anna Fijarczyk";"Transcription factor";"OphioH327gp4582";"III";"-";"3.326.822";"3.329.395";2.574;518;"17.082.465";"17.085.038";0;0;857;"HLH transcription factor/Phosphorus acquisition-controlling protein";"Grosmannia clavigera";"Ophiostoma piceae";"";"";"phosphorus acquisition-controlling protein";5;"F:protein dimerization activity; P:regulation of transcription, DNA-dependent; P:transcription, DNA-dependent; C:nucleus; F:DNA binding";"";"";"";"N";"";"";"";"g4582"
"734";"Anna Fijarczyk";"Transcription factor";"OphioH327gp4688";"IV";"+";"100.776";"101.423";648;1.193;"17.526.191";"17.526.838";0;0;215;"C6 zinc finger fungal transcription factor";"Colletotrichum gloeosporioides";"Ophiostoma piceae";"";"";"c6 transcription";0;"-";"";"";"";"N";"";"";"";"g4688"
"735";"Anna Fijarczyk";"Transcription factor";"OphioH327gp4726";"IV";"+";"238.901";"241.408";2.508;426;"17.664.316";"17.666.823";0;0;835;"Fungal specific transcription factor";"Stachybotrys chartarum";"Stachybotrys chartarum";"K09241";"GAL4; transcriptional regulatory protein GAL4";"fungal specific transcription factor domain-containing protein";3;"F:metal ion binding; P:transcription from RNA polymerase II promoter; P:regulation of transcription, DNA-dependent";"-";"";"";"N";"";"";"";"g4726"
"736";"Anna Fijarczyk";"Transcription factor";"OphioH327gp4751";"IV";"+";"310.495";"311.964";1.47;952;"17.735.910";"17.737.379";0;0;489;"RNA polymerase 2 transcription factor SIII subunit";"Grosmannia clavigera";"Ophiostoma piceae";"";"";"rna polymerase 2 transcription factor siii subunit";4;"P:regulation of transcription, DNA-dependent; C:integral to membrane; C:nucleus; F:molecular_function";"";"";"";"N";"";"";"";"g4751"
"737";"Anna Fijarczyk";"Transcription factor";"OphioH327gp4763";"IV";"-";"340.058";"340.957";900;216;"17.765.473";"17.766.372";0;0;299;"NF-X1 finger transcription factor";"Grosmannia clavigera";"Ophiostoma piceae";"K14407";"CSTF2, RNA15; cleavage stimulation factor subunit 2";"rna recognition domain-containing protein";1;"F:binding";"-";"";"";"N";"";"";"";"g4763"
"738";"Anna Fijarczyk";"Transcription factor";"OphioH327gp4799";"IV";"-";"471.868";"475.827";3.96;30;"17.897.283";"17.901.242";1;54;1.301;"NF-X1 finger transcription factor";"Grosmannia clavigera";"Ophiostoma piceae";"K12236";"NFX1; transcriptional repressor NF-X1 [EC:6.3.2.-]";"nf-x1-type zinc finger protein nfxl1";3;"P:cellular process; P:anatomical structure development; ";"-";"";"";"N";"";"";"";"g4799"
"739";"Anna Fijarczyk";"Transcription factor";"OphioH327gp4912";"IV";"-";"856.733";"858.198";1.466;925;"18.282.148";"18.283.613";1;53;470;"Bzip transcription factor";"Grosmannia clavigera";"Ophiostoma piceae";"";"";"transcriptional activator hac1";8;"P:regulation of transcription, DNA-dependent; F:sequence-specific DNA binding; F:protein dimerization activity; F:sequence-specific DNA binding transcription factor activity; P:response to unfolded protein; P:transcription, DNA-dependent; C:nucleus; F:DNA binding";"";"";"";"N";"";"";"";"g4912"
"740";"Anna Fijarczyk";"Transcription factor";"OphioH327gp4913";"IV";"+";"862.270";"864.637";2.368;4.071;"18.287.685";"18.290.052";2;175;730;"Transcription factor spt8";"Togninia minima";"Sporothrix schenckii";"K11360";"SPT8; transcriptional activator SPT8";"transcription factor";0;"-";"";"";"";"N";"";"";"";"g4913"
"741";"Anna Fijarczyk";"Transcription factor";"OphioH327gp4946";"IV";"-";"985.478";"990.680";5.203;3.578;"18.410.893";"18.416.095";2;1.261;1.313;"Nitrogen assimilation transcription factor nit-4";"Colletotrichum gloeosporioides";"Ophiostoma piceae";"";"";"nitrogen assimilation transcription factor nit-4";2;"P:transcription, DNA-dependent; F:binding";"-";"";"";"N";"";"";"";"g4946"
"742";"Anna Fijarczyk";"Transcription factor";"OphioH327gp4984";"IV";"+";"1.093.463";"1.096.070";2.608;1.999;"18.518.878";"18.521.485";2;1.768;279;"Oleate activated transcription factor 3";"Neurospora crassa";"Ophiostoma piceae";"";"";"fungal specific transcription factor domain-containing protein";7;"P:oxidation-reduction process; P:regulation of transcription from RNA polymerase II promoter; F:zinc ion binding; F:sequence-specific DNA binding RNA polymerase II transcription factor activity; F:flavin adenine dinucleotide binding; F:UDP-N-acetylmuramate dehydrogenase activity; C:nucleus";"EC:1.1.1.158";"";"";"N";"";"";"";"g4984"
"743";"Anna Fijarczyk";"Transcription factor";"OphioH327gp5033";"IV";"-";"1.261.430";"1.264.012";2.583;1.217;"18.686.845";"18.689.427";2;231;783;"Siderophore transcription factor";"Grosmannia clavigera";"Sporothrix schenckii";"";"";"siderophore transcription factor";4;"P:regulation of transcription, DNA-dependent; F:sequence-specific DNA binding; F:zinc ion binding; F:sequence-specific DNA binding transcription factor activity";"";"";"";"N";"";"";"";"g5033"
"744";"Anna Fijarczyk";"Transcription factor";"OphioH327gp5051";"IV";"+";"1.326.309";"1.331.128";4.82;15.296;"18.751.724";"18.756.543";3;3.056;587;"Meiosis-specific transcription factor NDT80";"Grosmannia clavigera";"Ophiostoma piceae";"K12769";"NDT80; meiosis-specific transcription factor NDT80";"p53-like transcription partial";3;"P:regulation of transcription, DNA-dependent; F:sequence-specific DNA binding transcription factor activity; F:DNA binding";"";"";"";"N";"";"";"";"g5051"
"745";"Anna Fijarczyk";"Transcription factor";"OphioH327gp5077.1";"IV";"+";"1.430.998";"1.433.244";2.247;697;"18.856.413";"18.858.659";0;0;748;"Transcription factor tau subunit sfc6 (TFIIIC subunit sfc6)";"Grosmannia clavigera";"Ophiostoma piceae";"K15205";"TFC6; transcription factor C subunit 6";"transcription factor tfiiic complex subunit";1;"F:molecular_function";"";"";"";"N";"";"";"";"g5077"
"746";"Anna Fijarczyk";"Transcription factor";"OphioH327gp5153";"IV";"+";"1.700.155";"1.703.869";3.715;1.822;"19.125.570";"19.129.284";2;541;1.057;"C6 zinc finger domain fungal transcription factor";"Grosmannia clavigera";"Ophiostoma piceae";"";"";"c6 transcription factor";9;"P:transcription from RNA polymerase II promoter; F:DNA binding; C:nucleus; F:zinc ion binding; P:regulation of transcription from RNA polymerase II promoter; F:sequence-specific DNA binding RNA polymerase II transcription factor activity; P:regulation of transcription, DNA-dependent; F:metal ion binding; P:transcription, DNA-dependent";"";"";"";"N";"";"";"";"g5153"
"747";"Anna Fijarczyk";"Transcription factor";"OphioH327gp5190";"IV";"+";"1.847.778";"1.851.208";3.431;651;"19.273.193";"19.276.623";2;110;1.106;"Transcription factor TFIID complex";"Grosmannia clavigera";"Ophiostoma piceae";"K03125";"TAF1; transcription initiation factor TFIID subunit 1";"transcription initiation factor tfiid subunit 1";2;"F:nucleic acid binding; F:zinc ion binding";"-";"";"";"N";"";"";"";"g5190"
"748";"Anna Fijarczyk";"Transcription factor";"OphioH327gp5191";"IV";"+";"1.857.185";"1.859.205";2.021;5.976;"19.282.600";"19.284.620";1;62;652;"SRF-type transcription factor";"Grosmannia clavigera";"Ophiostoma piceae";"K09260";"MEF2A; MADS-box transcription enhancer factor 2A";"srf-type transcription factor";5;"P:regulation of transcription, DNA-dependent; P:transcription, DNA-dependent; F:protein dimerization activity; C:nucleus; F:DNA binding";"";"";"";"N";"";"";"";"g5191"
"749";"Anna Fijarczyk";"Transcription factor";"OphioH327gp5199";"IV";"+";"1.893.478";"1.896.654";3.177;4.828;"19.318.893";"19.322.069";0;0;1.058;"Transcription factor";"Grosmannia clavigera";"Ophiostoma piceae";"K09450";"TEADF; TEA domain family member, other eukaryote";"regulatory protein abaa";5;"P:regulation of transcription, DNA-dependent; C:nucleus; F:sequence-specific DNA binding transcription factor activity; F:nucleic acid binding; F:nucleotide binding";"";"";"";"N";"";"";"";"g5199"
